lat:  -64.1215 lon:  138.8202 x: 2776 y:  969 file:  qush-a-Ant09-038-038.sir backscat:    0.000 contrast:   0.0000
lat:  -64.1075 lon:  138.9230 x: 2775 y:  967 file:  qush-a-Ant09-039-039.sir backscat:  -12.370 contrast: -22.2080
lat:  -64.1075 lon:  138.9230 x: 2775 y:  967 file:  qush-a-Ant09-040-040.sir backscat:  -12.675 contrast: -21.5800
lat:  -64.0728 lon:  139.0356 x: 2775 y:  963 file:  qush-a-Ant09-041-041.sir backscat:  -19.872 contrast: -23.2585
lat:  -64.0291 lon:  139.0583 x: 2776 y:  961 file:  qush-a-Ant09-042-042.sir backscat:  -18.493 contrast: -29.2960
lat:  -64.0135 lon:  139.0727 x: 2776 y:  961 file:  qush-a-Ant09-043-043.sir backscat:  -20.682 contrast: -28.3250
lat:  -63.9960 lon:  139.1073 x: 2776 y:  959 file:  qush-a-Ant09-044-044.sir backscat:  -16.207 contrast: -23.2230
lat:  -63.9677 lon:  139.1418 x: 2777 y:  958 file:  qush-a-Ant09-045-045.sir backscat:  -11.476 contrast: -21.4255
lat:  -63.9377 lon:  139.1845 x: 2777 y:  956 file:  qush-a-Ant09-046-046.sir backscat:  -19.986 contrast: -22.7910
lat:  -63.9163 lon:  139.4797 x: 2773 y:  951 file:  qush-a-Ant09-047-047.sir backscat:  -17.808 contrast: -27.1965
lat:  -63.8992 lon:  139.6407 x: 2770 y:  948 file:  qush-a-Ant09-048-048.sir backscat:  -18.011 contrast: -26.4625
lat:  -63.8841 lon:  139.6974 x: 2770 y:  946 file:  qush-a-Ant09-049-049.sir backscat:  -17.304 contrast: -21.1200
lat:  -63.8883 lon:  139.7103 x: 2770 y:  946 file:  qush-a-Ant09-050-050.sir backscat:  -20.775 contrast: -29.9360
lat:  -63.8557 lon:  139.5423 x: 2774 y:  948 file:  qush-a-Ant09-051-051.sir backscat:  -18.824 contrast: -21.9270
lat:  -63.7721 lon:  139.5343 x: 2777 y:  944 file:  qush-a-Ant09-052-052.sir backscat:  -17.875 contrast: -19.8095
lat:  -63.7444 lon:  139.7062 x: 2774 y:  941 file:  qush-a-Ant09-053-053.sir backscat:  -17.720 contrast: -20.4880
lat:  -63.7393 lon:  140.4009 x: 2763 y:  930 file:  qush-a-Ant09-054-054.sir backscat:  -15.560 contrast: -17.0460
lat:  -63.7782 lon:  140.8181 x: 2754 y:  926 file:  qush-a-Ant09-055-055.sir backscat:  -14.238 contrast: -15.4275
lat:  -63.8797 lon:  141.5535 x: 2738 y:  920 file:  qush-a-Ant09-056-056.sir backscat:  -18.465 contrast: -21.1160
lat:  -63.8527 lon:  142.2177 x: 2727 y:  909 file:  qush-a-Ant09-057-057.sir backscat:  -18.143 contrast: -22.8035
lat:  -63.8163 lon:  142.5928 x: 2721 y:  903 file:  qush-a-Ant09-058-058.sir backscat:  -19.929 contrast: -27.8620
lat:  -63.7329 lon:  142.8687 x: 2719 y:  895 file:  qush-a-Ant09-059-059.sir backscat:  -18.239 contrast: -30.0360
lat:  -63.7026 lon:  142.8715 x: 2720 y:  894 file:  qush-a-Ant09-060-060.sir backscat:  -15.843 contrast: -26.8665
lat:  -63.6521 lon:  142.8229 x: 2722 y:  893 file:  qush-a-Ant09-061-061.sir backscat:  -19.268 contrast: -29.0950
lat:  -63.6119 lon:  142.6620 x: 2726 y:  893 file:  qush-a-Ant09-062-062.sir backscat:   -9.664 contrast: -23.9785
lat:  -63.5908 lon:  142.6569 x: 2727 y:  893 file:  qush-a-Ant09-063-063.sir backscat:  -11.079 contrast: -21.8650
lat:  -63.5422 lon:  142.6850 x: 2728 y:  890 file:  qush-a-Ant09-064-064.sir backscat:  -17.152 contrast: -19.2690
lat:  -63.4318 lon:  142.7193 x: 2731 y:  885 file:  qush-a-Ant09-065-065.sir backscat:  -17.433 contrast: -26.4715
lat:  -63.4149 lon:  143.1158 x: 2724 y:  879 file:  qush-a-Ant09-066-066.sir backscat:  -15.414 contrast: -27.2105
lat:  -63.5213 lon:  143.7306 x: 2710 y:  875 file:  qush-a-Ant09-067-067.sir backscat:  -18.318 contrast: -20.3540
lat:  -63.5509 lon:  143.7366 x: 2709 y:  876 file:  qush-a-Ant09-068-068.sir backscat:  -11.980 contrast: -20.1720
lat:  -63.5366 lon:  143.8532 x: 2707 y:  874 file:  qush-a-Ant09-069-069.sir backscat:  -18.475 contrast: -21.0040
lat:  -63.5032 lon:  143.9574 x: 2706 y:  871 file:  qush-a-Ant09-070-070.sir backscat:  -15.478 contrast: -23.4445
lat:  -63.3542 lon:  144.4254 x: 2702 y:  859 file:  qush-a-Ant09-071-071.sir backscat:  -17.500 contrast: -18.6250
lat:  -63.1555 lon:  144.7595 x: 2701 y:  846 file:  qush-a-Ant09-072-072.sir backscat:  -15.723 contrast: -18.4345
lat:  -62.9435 lon:  145.0645 x: 2702 y:  833 file:  qush-a-Ant09-073-073.sir backscat:  -16.401 contrast: -18.2960
lat:  -62.7605 lon:  145.1047 x: 2706 y:  825 file:  qush-a-Ant09-074-074.sir backscat:  -18.845 contrast: -20.1845
