lat:  -64.0869 lon:  -53.7044 x:  899 y: 2692 file:  qush-a-Ant09-027-027.sir backscat:  -21.494 contrast: -23.0720
lat:  -64.0673 lon:  -53.5682 x:  900 y: 2695 file:  qush-a-Ant09-028-028.sir backscat:  -17.888 contrast: -23.6160
lat:  -64.0650 lon:  -53.4901 x:  901 y: 2697 file:  qush-a-Ant09-029-029.sir backscat:  -16.877 contrast: -22.5990
lat:  -64.0670 lon:  -53.3464 x:  903 y: 2699 file:  qush-a-Ant09-030-030.sir backscat:  -17.024 contrast: -22.0770
lat:  -64.0670 lon:  -53.3464 x:  903 y: 2699 file:  qush-a-Ant09-031-031.sir backscat:  -18.908 contrast: -22.9695
lat:  -64.0762 lon:  -53.2252 x:  905 y: 2701 file:  qush-a-Ant09-032-032.sir backscat:  -17.195 contrast: -22.0015
lat:  -64.0587 lon:  -53.0584 x:  907 y: 2705 file:  qush-a-Ant09-033-033.sir backscat:  -15.156 contrast: -18.9645
lat:  -64.0402 lon:  -52.8933 x:  908 y: 2708 file:  qush-a-Ant09-034-034.sir backscat:  -14.489 contrast: -21.3125
lat:  -64.0407 lon:  -52.7511 x:  910 y: 2711 file:  qush-a-Ant09-035-035.sir backscat:  -13.458 contrast: -22.0785
lat:  -64.0571 lon:  -52.6104 x:  913 y: 2713 file:  qush-a-Ant09-036-036.sir backscat:  -15.594 contrast: -24.8155
lat:  -64.0432 lon:  -52.4957 x:  914 y: 2715 file:  qush-a-Ant09-037-037.sir backscat:  -14.843 contrast: -23.7835
lat:  -64.0323 lon:  -52.3519 x:  915 y: 2718 file:  qush-a-Ant09-038-038.sir backscat:  -15.820 contrast: -29.1150
lat:  -63.9869 lon:  -52.1800 x:  916 y: 2723 file:  qush-a-Ant09-039-039.sir backscat:  -20.971 contrast: -23.8905
lat:  -63.9320 lon:  -51.9754 x:  916 y: 2728 file:  qush-a-Ant09-040-040.sir backscat:  -18.346 contrast: -22.3930
lat:  -63.7618 lon:  -52.3924 x:  904 y: 2726 file:  qush-a-Ant09-041-041.sir backscat:  -19.596 contrast: -25.4035
lat:  -63.7909 lon:  -52.3711 x:  905 y: 2726 file:  qush-a-Ant09-042-042.sir backscat:  -22.499 contrast: -25.6855
lat:  -63.8166 lon:  -52.3176 x:  907 y: 2726 file:  qush-a-Ant09-043-043.sir backscat:  -19.460 contrast: -23.2070
lat:  -63.7867 lon:  -52.5266 x:  903 y: 2723 file:  qush-a-Ant09-044-044.sir backscat:  -14.649 contrast: -15.3585
lat:  -63.7867 lon:  -52.5266 x:  903 y: 2723 file:  qush-a-Ant09-045-045.sir backscat:  -12.811 contrast: -18.3200
lat:  -63.7603 lon:  -52.5326 x:  902 y: 2724 file:  qush-a-Ant09-046-046.sir backscat:  -15.382 contrast: -25.8785
lat:  -63.7603 lon:  -52.5326 x:  902 y: 2724 file:  qush-a-Ant09-047-047.sir backscat:  -16.283 contrast: -20.7340
lat:  -63.8374 lon:  -52.4894 x:  905 y: 2722 file:  qush-a-Ant09-049-049.sir backscat:  -20.496 contrast: -23.0385
lat:  -63.7982 lon:  -52.3470 x:  906 y: 2726 file:  qush-a-Ant09-050-050.sir backscat:  -14.306 contrast: -19.1345
lat:  -63.7504 lon:  -52.3246 x:  904 y: 2728 file:  qush-a-Ant09-051-051.sir backscat:  -15.369 contrast: -29.0065
